participant,stimulus,response,rating
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,0,4
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,2
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,2
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,1
sim04_d1.0_meta0.5_r4_n400,0,0,3
sim04_d1.0_meta0.5_r4_n400,0,1,2
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,1,1,4
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,0,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,4
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,0,2
sim04_d1.0_meta0.5_r4_n400,0,1,3
sim04_d1.0_meta0.5_r4_n400,0,0,1
sim04_d1.0_meta0.5_r4_n400,1,1,3
sim04_d1.0_meta0.5_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,0,1,1
sim05_d1.0_meta1.8_r4_n400,1,0,4
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,1,0,2
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,1,1,3
sim05_d1.0_meta1.8_r4_n400,0,1,4
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,0,1,3
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,1,0,2
sim05_d1.0_meta1.8_r4_n400,0,1,1
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,1,0,2
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,0,1,2
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,0,1,1
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,3
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,1,0,2
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,1,1,3
sim05_d1.0_meta1.8_r4_n400,1,1,1
sim05_d1.0_meta1.8_r4_n400,1,0,1
sim05_d1.0_meta1.8_r4_n400,0,0,4
sim05_d1.0_meta1.8_r4_n400,0,0,2
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,1,1,4
sim05_d1.0_meta1.8_r4_n400,0,1,1
sim05_d1.0_meta1.8_r4_n400,0,0,1
sim05_d1.0_meta1.8_r4_n400,0,1,3
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,1,1,3
sim05_d1.0_meta1.8_r4_n400,1,1,2
sim05_d1.0_meta1.8_r4_n400,0,0,1
